,reviewerID,asin,helpful,overall
5182,A2RIQKV4OOXME1,B000NJ2TIE,"[0, 0]",4.0
5183,A99K7S15XOQ45,B000NJ2TIE,"[0, 0]",4.0
5184,A3E6FHS8DV037H,B000NJ2TIE,"[0, 0]",5.0
5185,A319B090A2POEB,B000NJ2TIE,"[1, 1]",5.0
5186,A2D0F87RY5YMHN,B000NJ2TIE,"[0, 0]",5.0
5187,A396ELNTQDFYPO,B000NJ2TIE,"[0, 0]",5.0
5188,A386KVFXZR6XL8,B000NJ2TIE,"[0, 0]",5.0
5189,A35XRT4BW4I6UD,B000NJ2TIE,"[0, 0]",5.0
5190,A2V9R0KCU8X6EH,B000NJ2TIE,"[2, 2]",4.0
5191,A1S0HTDO0P4N5V,B000NJ2TIE,"[2, 2]",5.0
5192,AC2S76UKUPIL4,B000NJ2TIE,"[0, 0]",4.0
5193,A3IZF3M92E7SI2,B000NJ2TIE,"[0, 0]",5.0
5194,A10B2J2IRQXBWA,B000NJ2TIE,"[0, 0]",5.0
5195,A3RDS0DJ5EJGA7,B000OMG0KI,"[1, 1]",4.0
5196,A1SFZ6FGGM3D2U,B000OMG0KI,"[0, 0]",5.0
5197,A1VFUMY02HJIFY,B000OMG0KI,"[1, 1]",5.0
5198,A1XJKAH0QCUVWD,B000OMG0KI,"[0, 0]",5.0
5199,A2GVH4P25TXN8M,B000OMG0KI,"[0, 0]",5.0
5200,A3M1PLEYNDEYO8,B000OMG0KI,"[1, 2]",5.0
5201,A121QRWXZIO6UP,B000OMG0KI,"[0, 0]",5.0
5202,A2GA2GM4LWESIC,B000OMG0KI,"[0, 0]",5.0
5203,A3TM9RWCTMIK42,B000OMG0KI,"[0, 0]",5.0
5204,A2Z548GT5948WH,B000OMG0KI,"[0, 0]",5.0
5205,A1786LAQ18LHDC,B000OMG0KI,"[0, 0]",5.0
5206,A768OB1LNE356,B000OMG0KI,"[0, 2]",1.0
5207,A8L6Z9U1TCP06,B000OMG0KI,"[0, 0]",5.0
5208,A2RVY2GDMZHH4,B000OMG0KI,"[0, 0]",5.0
5209,A3HEPYV00SNCQA,B000OMG0KI,"[0, 0]",4.0
5210,A1WJBJUQ24G8BU,B000OMG0KI,"[1, 2]",5.0
5211,A3MONHA5DCPPLZ,B000OR2QX8,"[0, 0]",4.0
5212,A1IJUUNPU7L6LA,B000OR2QX8,"[1, 1]",5.0
5213,A1XDIC6OQKYJXW,B000OR2QX8,"[0, 0]",4.0
5214,A15WZCSME5X74S,B000OR2QX8,"[0, 0]",5.0
5215,A1RPTVW5VEOSI,B000OR2QX8,"[0, 0]",5.0
5216,AOMEH9W6LHC4S,B000OR2QX8,"[0, 0]",5.0
5217,A2SBZZ1HSR7WSP,B000OR5928,"[2, 3]",5.0
5218,AKHWZ3S1UVZAO,B000OR5928,"[0, 0]",5.0
5219,A1MI9FDCNB3CMR,B000OR5928,"[0, 0]",5.0
5220,A2XKROL6XBFHT3,B000OR5928,"[0, 0]",5.0
5221,A22T4H0CPT6UJP,B000OR5928,"[0, 0]",5.0
5222,A2G3VQU2GRN8BU,B000OR5928,"[0, 0]",5.0
5223,AYJJDQQ4EZ5V3,B000OR5928,"[1, 1]",5.0
5224,ANVQ2KPZUNR4R,B000OR5928,"[0, 0]",5.0
5225,A1NN5S1D0ZTK6W,B000OR88JE,"[0, 1]",4.0
5226,A1FO10Z93GKN33,B000OR88JE,"[0, 0]",5.0
5227,AGKM79EXVZHPL,B000OR88JE,"[1, 2]",4.0
5228,A24VCDADYAIHAM,B000OR88JE,"[0, 0]",4.0
5229,A39KDVU5JAXJIF,B000OR88JE,"[2, 3]",5.0
5230,A1YP96MT6W9FTB,B000OR88JE,"[16, 17]",4.0
5231,AE9C0UNXBV8CB,B000OR88JE,"[0, 0]",5.0
5232,A3IS1RBMOOULWI,B000OR88JE,"[6, 6]",5.0
5233,A1BN3DBBWLMT6V,B000OY4WA6,"[0, 1]",5.0
5234,A21GCOGHDQNHQS,B000OY4WA6,"[1, 1]",5.0
5235,A2NYK9KWFMJV4Y,B000OY4WA6,"[1, 1]",5.0
5236,A2CIR2MO07ZIY3,B000OY4WA6,"[13, 13]",4.0
5237,A6FIAB28IS79,B000OY4WA6,"[70, 72]",5.0
5238,A2FFJCRIYMCVCZ,B000OY4WA6,"[0, 0]",5.0
5239,A2P2ST28QAZMJI,B000OY4WDI,"[3, 3]",1.0
5240,AG3PVU7DCXZTK,B000OY4WDI,"[1, 1]",4.0
5241,A1JCRZEQACX4V4,B000OY4WDI,"[0, 0]",4.0
5242,AQJXACOTDMH03,B000OY4WDI,"[1, 2]",5.0
5243,A2IDOKLAT1MP8X,B000OY4WDI,"[4, 4]",3.0
5244,A20JJ8634DG3FS,B000OY4WDI,"[1, 1]",2.0
5245,A3TJMZ2YFNECYN,B000OY707S,"[2, 2]",5.0
5246,A2A039TZMZHH9Y,B000OY707S,"[0, 0]",3.0
5247,A1JNV4K56GG94R,B000OY707S,"[0, 0]",5.0
5248,APEJ8EJCC8PQ8,B000OY707S,"[2, 4]",1.0
5249,A1T4U9CAQ25IBR,B000OY707S,"[0, 0]",5.0
5250,A2HDEN9SPBWC5I,B000OY707S,"[0, 0]",5.0
5251,A2SFO875EQ66AB,B000OY707S,"[0, 0]",4.0
5252,A1UMM894XSEO4F,B000OY707S,"[0, 0]",5.0
5253,A20TFY5J3WNJU2,B000P5LVSK,"[0, 0]",4.0
5254,A2IZ3ST24HSO4H,B000P5LVSK,"[0, 0]",5.0
5255,AD4MJT7YYVHP7,B000P5LVSK,"[0, 0]",5.0
5256,AKHWZ3S1UVZAO,B000P5LVSK,"[0, 0]",4.0
5257,ABZYVME9NYCQG,B000P5LVSK,"[0, 0]",4.0
5258,A1SMCTGDM2LK7X,B000P5LVSK,"[0, 0]",5.0
5259,A2LBHMQ3142G3S,B000P5LVSK,"[1, 1]",5.0
5260,A23HJIRA5PIMG0,B000P5LVSK,"[0, 0]",5.0
5261,A26U7I13QO5E0C,B000P5LVSK,"[0, 0]",5.0
5262,A2SHWIOE8TVWJ2,B000P5LVSK,"[0, 0]",5.0
5263,A28L530VL9GK5K,B000P5LVSK,"[0, 0]",5.0
5264,A1K3NQAO49LXL2,B000P5LVSK,"[0, 0]",5.0
5265,A3ITN3125FJETP,B000P5LVSK,"[0, 0]",5.0
5266,ACVSCM9GWLNLS,B000P5LVSK,"[1, 1]",5.0
5267,A1MVH1WLYDHZ49,B000P5NXWM,"[0, 0]",4.0
5268,A27UAE2PME5TRV,B000P5NXWM,"[0, 0]",5.0
5269,A2S3DQ0BL6KSM1,B000P5NXWM,"[0, 0]",5.0
5270,ARE879SUUYGVP,B000P5NXWM,"[2, 2]",5.0
5271,A2AWJRUEY9IG4B,B000P5NXWM,"[0, 1]",2.0
5272,A12SSZIN555FTL,B000P5OUCE,"[0, 0]",5.0
5273,A1CNDQC2IXGEPN,B000P5OUCE,"[0, 0]",5.0
5274,A1MVH1WLYDHZ49,B000P5OUCE,"[0, 0]",4.0
5275,A3DJUUPM321IFI,B000P5OUCE,"[1, 1]",4.0
5276,A1LQC225SE8UNI,B000P5OUCE,"[0, 0]",5.0
5277,A1AA7FK3DPDDL6,B000P5OUCE,"[0, 0]",5.0
5278,A2ICKZFBMHCMUK,B000P5OUCE,"[0, 0]",3.0
5279,AOZBVGFIUY44X,B000P5OUCE,"[0, 0]",5.0
5280,A2895CKKVDHVDM,B000P5OUCE,"[0, 0]",5.0
5281,A2G12DY50U700V,B000P5OUCE,"[0, 0]",5.0
5282,AO68X66YOJGQI,B000P5OUCE,"[1, 1]",5.0
5283,AHQTXJQX2584I,B000P5OUCE,"[0, 0]",5.0
5284,A2P924QJ8N0QO0,B000P5OUCE,"[0, 0]",5.0
5285,APEJ8EJCC8PQ8,B000P5OULA,"[1, 1]",5.0
5286,A121QRWXZIO6UP,B000P5OULA,"[7, 8]",5.0
5287,ADETB8KEATML7,B000P5OULA,"[0, 0]",5.0
5288,A1OV2BH2S11KBA,B000P5OULA,"[0, 0]",5.0
5289,A1LJXZC1RFW07C,B000P5OULA,"[3, 4]",4.0
5290,A6M441DQ7HL09,B000P5OULA,"[0, 0]",5.0
5291,A3K9OQPCI8UJE,B000P5OULA,"[0, 1]",2.0
5292,A5SRLPK9A3LG,B000P5OULA,"[1, 1]",4.0
5293,A1H4EBBOM66MQ0,B000P5OULA,"[0, 0]",4.0
5294,AXXGP6UT41KAS,B000P5RVRU,"[0, 0]",5.0
5295,A2VCXIAWCPQ13P,B000P5RVRU,"[1, 2]",3.0
5296,A2NOZB6VZCTOI4,B000P5RVRU,"[3, 3]",5.0
5297,A22810LZ1TDWH2,B000P5RVRU,"[0, 0]",5.0
5298,A1NBZI880S5VXU,B000P5RVRU,"[1, 1]",4.0
5299,A3SQ2WX9CAJCKZ,B000PAPO9W,"[0, 0]",4.0
5300,AM870TTAD2RFT,B000PAPO9W,"[0, 0]",3.0
5301,A34O0KQV4QXWNQ,B000PAPO9W,"[1, 1]",3.0
5302,A18X90KMZ6KZ3H,B000PAPO9W,"[0, 0]",5.0
5303,A214MI77WXVK9Q,B000PAPO9W,"[1, 1]",4.0
5304,A3CSSZ6U5J4YS5,B000PAPO9W,"[1, 1]",5.0
5305,AFBETARDFURG,B000PAPO9W,"[1, 1]",5.0
5306,ADH0O8UVJOT10,B000PAPO9W,"[1, 1]",3.0
5307,A2P924QJ8N0QO0,B000PAPO9W,"[0, 0]",2.0
5308,A4BTCECGQAIUI,B000PO30QM,"[0, 0]",4.0
5309,A2ISZAYDM4Y791,B000PO30QM,"[0, 0]",5.0
5310,A3CUQ8L2S9ZW0H,B000PO30QM,"[0, 0]",4.0
5311,A3J1M5WTA3ST77,B000PO30QM,"[0, 0]",5.0
5312,A3H4S6YO9VNGDZ,B000PO30QM,"[0, 0]",5.0
5313,ABRA676PKBNXG,B000PO30QM,"[0, 0]",5.0
5314,A13IKQCJKFAP5S,B000PO30QM,"[0, 0]",5.0
5315,A1BZHWOFQ9W3BP,B000PO30QM,"[0, 0]",5.0
5316,A2A039TZMZHH9Y,B000PO30QM,"[0, 0]",5.0
5317,A35P0LNBJ0WUPL,B000PO30QM,"[0, 0]",4.0
5318,A1SDGIC08LD6BW,B000PO30QM,"[0, 0]",4.0
5319,A3K96R872MUM3D,B000PO30QM,"[0, 0]",4.0
5320,A2BT968XSRPP0K,B000PO30QM,"[0, 0]",5.0
5321,A1K582XYLTKUCD,B000PO30QM,"[0, 0]",4.0
5322,A3I23DPVLDXAB2,B000PO30QM,"[0, 0]",5.0
5323,A15TYOEWBQYF0X,B000PO30QM,"[0, 1]",3.0
5324,AUQ38SIELJDPU,B000PO30QM,"[0, 0]",5.0
5325,A3CSWB0L9ZLD94,B000PO30QM,"[0, 1]",3.0
5326,AD4MJT7YYVHP7,B000PO30QM,"[0, 0]",5.0
5327,A1ZV3RNQH852U2,B000PO30QM,"[0, 0]",4.0
5328,A14Z9LAETO21KL,B000PO30QM,"[0, 0]",4.0
5329,AKHWZ3S1UVZAO,B000PO30QM,"[0, 0]",4.0
5330,A3IDC5FP52KJWJ,B000PO30QM,"[0, 1]",5.0
5331,A1TLMSOE1VRDZI,B000PO30QM,"[0, 0]",4.0
5332,A3DPGV307X2498,B000PO30QM,"[4, 4]",5.0
5333,A2Y8JW5NSY95OL,B000PO30QM,"[3, 4]",5.0
5334,A00625243BI8W1SSZNLMD,B000PO30QM,"[0, 0]",5.0
5335,A1DZDG9AT98298,B000PO30QM,"[0, 0]",5.0
5336,A214MI77WXVK9Q,B000PO30QM,"[0, 1]",3.0
5337,A2053ZJUGCKUA5,B000PO30QM,"[0, 0]",5.0
5338,A1AWXXBQRQN13I,B000PO30QM,"[0, 0]",5.0
5339,A1GMWTGXW682GB,B000PO30QM,"[0, 0]",3.0
5340,A164BJ2NU1NSJZ,B000PO30QM,"[0, 0]",5.0
5341,A3IRXJOT9PY6SE,B000PO30QM,"[1, 2]",5.0
5342,A13T4T3QOSII3I,B000PO30QM,"[0, 0]",5.0
5343,A25ZBYVW8ZINLM,B000PO30QM,"[0, 0]",5.0
5344,A35XRT4BW4I6UD,B000PO30QM,"[0, 0]",5.0
5345,AEHDGUE3L90ZS,B000PO30QM,"[0, 0]",2.0
5346,AK7X7IXX7WYNJ,B000PO30QM,"[0, 0]",5.0
5347,A1ZYSJS573OQ5P,B000PO30QM,"[0, 0]",5.0
5348,A27GPJSZDRQ1ZW,B000PO30QM,"[0, 0]",5.0
5349,A23AKO4BZLZ8DE,B000PO30QM,"[0, 0]",5.0
5350,A1OGTL9EBDTK3N,B000PO30QM,"[0, 0]",4.0
5351,A12P4A1OC41KUO,B000PO30QM,"[0, 0]",4.0
5352,A1YR3RVSBZK8CW,B000PR3JEM,"[0, 0]",5.0
5353,A1NGFLLBENI6FG,B000PR3JEM,"[0, 0]",5.0
5354,AJ03X8Z6RZZ27,B000PR3JEM,"[0, 0]",5.0
5355,A1IQKXGJSKTAHP,B000PR3JEM,"[2, 2]",4.0
5356,A27PF2GVKMJSAA,B000PR3JEM,"[6, 6]",5.0
5357,A1IT51TW0UI2LM,B000Q87DAQ,"[12, 12]",5.0
5358,A2QDVOUXE4PYIM,B000Q87DAQ,"[0, 0]",5.0
5359,ALUTHT4U058KZ,B000Q87DAQ,"[47, 47]",4.0
5360,A35M5X7LV6QLFT,B000Q87DAQ,"[1, 1]",4.0
5361,A27PF2GVKMJSAA,B000Q87DAQ,"[2, 2]",5.0
5362,ABC68JUCPTVOE,B000QGCJU2,"[0, 0]",4.0
5363,A2VAD79S4A06DD,B000QGCJU2,"[1, 1]",5.0
5364,ALVPGO19QI1SC,B000QGCJU2,"[1, 1]",5.0
5365,A1LH6RF4UN9VI6,B000QGCJU2,"[0, 0]",1.0
5366,A26JHKA8SNXV6P,B000QGCJU2,"[0, 1]",4.0
5367,A1SD1C8XK3Z3V1,B000QGCJU2,"[0, 0]",5.0
5368,A1YP96MT6W9FTB,B000QGCJU2,"[0, 0]",4.0
5369,A27S1RZ4JF0S3N,B000QGCJU2,"[0, 0]",5.0
5370,A2PBMCBT1R8TTL,B000QGCJU2,"[1, 1]",4.0
5371,A2BHAEL2Q4HR4A,B000QGCJU2,"[0, 0]",4.0
5372,A203OCQQ12MAVT,B000RKAFIU,"[0, 0]",5.0
5373,AGYH5U11ZKPFB,B000RKAFIU,"[0, 1]",4.0
5374,A1FHOW9NVOH8XR,B000RKAFIU,"[0, 0]",5.0
5375,A319B090A2POEB,B000RKAFIU,"[0, 0]",5.0
5376,A1WSJ7PT9GTD6B,B000RKAFIU,"[0, 1]",5.0
5377,A3DDZ2SENG07MS,B000RKL8R2,"[0, 0]",5.0
5378,A3KZ3Y88P6CAMA,B000RKL8R2,"[0, 0]",5.0
5379,A1IR3NR4KRPIJ1,B000RKL8R2,"[0, 0]",5.0
5380,A10E3QH2FQUBLF,B000RKL8R2,"[0, 0]",5.0
5381,A2NYK9KWFMJV4Y,B000RKL8R2,"[0, 0]",5.0
5382,A24JUT24W1K3CV,B000RKL8R2,"[0, 0]",5.0
5383,A3CSSZ6U5J4YS5,B000RKL8R2,"[0, 0]",5.0
5384,AXTOICJWZBAJ0,B000RKL8R2,"[0, 0]",5.0
5385,A1803TC7DCT5ZA,B000RKL8R2,"[0, 0]",5.0
5386,AF7AQHLX1UV1Z,B000RKL8R2,"[0, 0]",5.0
5387,A24QFMD1RXLJMB,B000RKL8R2,"[0, 0]",5.0
5388,AMP0Z3DR4RCH7,B000RKL8R2,"[0, 0]",5.0
5389,AD6FULWPPOJ3R,B000RKVH0K,"[0, 0]",5.0
5390,A306YUQBEB2R9T,B000RKVH0K,"[0, 0]",5.0
5391,A1OV2BH2S11KBA,B000RKVH0K,"[3, 4]",5.0
5392,A3FA334BIFOMRD,B000RKVH0K,"[2, 2]",5.0
5393,A9RAHOMYAQB51,B000RKVH0K,"[2, 2]",5.0
5394,A31XY5BETE8DUC,B000RKVH0K,"[0, 0]",5.0
5395,A34UQQ1DPQ31IH,B000RKVH0K,"[0, 0]",5.0
5396,A24VMSBJAWFRCP,B000RKVH0K,"[0, 0]",4.0
5397,A2P2ST28QAZMJI,B000RMQM4E,"[1, 1]",4.0
5398,A1IR3NR4KRPIJ1,B000RMQM4E,"[0, 0]",5.0
5399,A3FA334BIFOMRD,B000RMQM4E,"[1, 1]",5.0
5400,A319B090A2POEB,B000RMQM4E,"[0, 0]",5.0
5401,A2G3VQU2GRN8BU,B000RMQM4E,"[0, 0]",5.0
5402,A3CSSZ6U5J4YS5,B000RMQM4E,"[0, 0]",5.0
5403,A3DLRCC45S85QN,B000RN53LQ,"[0, 0]",3.0
5404,A2EZWZ8MBEDOLN,B000RN53LQ,"[0, 0]",3.0
5405,A12ABV9NU02O29,B000RN53LQ,"[3, 5]",2.0
5406,A2D8OM8XL872DO,B000RN53LQ,"[1, 1]",5.0
5407,A2XL6TZM34HFV3,B000RN53LQ,"[2, 2]",4.0
5408,A22Z554ZQ8NFPC,B000RNB720,"[0, 0]",5.0
5409,A1CD7IUM2JRPY1,B000RNB720,"[0, 0]",5.0
5410,A22SZV0N4O2FQM,B000RNB720,"[0, 0]",5.0
5411,A3TJMZ2YFNECYN,B000RNB720,"[2, 3]",5.0
5412,A3J1M5WTA3ST77,B000RNB720,"[0, 0]",5.0
5413,AROOYR32BS1VL,B000RNB720,"[0, 0]",5.0
5414,A2G2DXPFZKG48W,B000RNB720,"[0, 0]",5.0
5415,A1EUO0BU72JR7T,B000RNB720,"[0, 0]",3.0
5416,A3F49ZMUC1GSRP,B000RNB720,"[1, 1]",5.0
5417,A1MVH1WLYDHZ49,B000RNB720,"[0, 0]",5.0
5418,A23BIOQUMRC7K5,B000RNB720,"[0, 0]",5.0
5419,A27DR1VO079F1V,B000RNB720,"[0, 0]",5.0
5420,A3I23DPVLDXAB2,B000RNB720,"[0, 0]",5.0
5421,A1JNV4K56GG94R,B000RNB720,"[0, 0]",5.0
5422,A2CJVLER896Q7L,B000RNB720,"[0, 0]",5.0
5423,A2YQTEPCGZ5N7J,B000RNB720,"[0, 0]",5.0
5424,A1IJUUNPU7L6LA,B000RNB720,"[0, 0]",5.0
5425,A2T305UHZJ21L1,B000RNB720,"[0, 0]",5.0
5426,AJNFQI3YR6XJ5,B000RNB720,"[0, 0]",4.0
5427,ALB04NLERUCYC,B000RNB720,"[7, 7]",5.0
5428,A3M1PLEYNDEYO8,B000RNB720,"[0, 0]",5.0
5429,A1ZT70OIIY7N5M,B000RNB720,"[1, 1]",5.0
5430,A2M8T1A4O0GS72,B000RNB720,"[0, 0]",5.0
5431,A3AZ44SMA0QNW7,B000RNB720,"[0, 0]",5.0
5432,A1YTMYDNMTQXLE,B000RNB720,"[21, 22]",4.0
5433,A24Z0TLWP8FXGV,B000RNB720,"[0, 0]",5.0
5434,A1T4U9CAQ25IBR,B000RNB720,"[0, 0]",5.0
5435,A1RI71C4IQZZGF,B000RNB720,"[0, 0]",5.0
5436,A18VM3LYCTBV3E,B000RNB720,"[0, 0]",5.0
5437,A2PFX6WO88KTYB,B000RNB720,"[0, 0]",5.0
5438,A3SUC2DJYHUU9Y,B000RNB720,"[0, 0]",4.0
5439,A1AUDW7X02EEPJ,B000RNB720,"[0, 0]",5.0
5440,A8MQNZK3J0UEX,B000RNB720,"[1, 1]",4.0
5441,A1V3N0LF1QGG0X,B000RNB720,"[0, 1]",2.0
5442,A3V1A3C9DTLPME,B000RNB720,"[0, 0]",5.0
5443,A3ARMRKIJUQ6LS,B000RNB720,"[0, 0]",5.0
5444,A16Z3HTUIYPDH8,B000RNB720,"[0, 0]",5.0
5445,A3ARPUKCI6R91Y,B000RNB720,"[1, 1]",5.0
5446,A1ZYSJS573OQ5P,B000RNB720,"[0, 0]",5.0
5447,A2158NV89I72OP,B000RNB720,"[0, 0]",5.0
5448,A2VXKVJV7KIGMD,B000RNB720,"[0, 0]",5.0
5449,ADH0O8UVJOT10,B000RNB720,"[0, 0]",5.0
5450,AFAK8WG4O8INK,B000RNB720,"[0, 0]",5.0
5451,A3TBMAWIIHKHFN,B000RNB720,"[0, 0]",4.0
5452,A1EVEQAR05SY7L,B000RNB720,"[0, 0]",4.0
5453,A37KK1CLMULHE4,B000RNB720,"[0, 0]",3.0
5454,AOPFMCP5DXUK0,B000RNB720,"[0, 0]",5.0
5455,A2MR43RDPZX3J,B000RPUMII,"[0, 0]",4.0
5456,A2T305UHZJ21L1,B000RPUMII,"[1, 1]",4.0
5457,A3OJ0RGAECAGH8,B000RPUMII,"[2, 2]",5.0
5458,A223S6N0DBQBHP,B000RPUMII,"[0, 0]",5.0
5459,A1THTWOPC9UOS4,B000RPUMII,"[0, 0]",5.0
5460,A20JJ8634DG3FS,B000RPUMII,"[1, 1]",5.0
5461,ANAKK5KNUAP17,B000RPUMII,"[0, 0]",1.0
5462,A1RI71C4IQZZGF,B000RPUMII,"[0, 0]",5.0
5463,A2744KNJHWVXMZ,B000RVWY42,"[5, 5]",4.0
5464,A31HQD6H4SHO2C,B000RVWY42,"[0, 0]",5.0
5465,A37KJ0QD8HYF7A,B000RVWY42,"[0, 0]",3.0
5466,AN5ISBOQ5U7C,B000RVWY42,"[0, 0]",5.0
5467,A1BCRHGUE3ZWEU,B000RVWY42,"[0, 0]",5.0
5468,AN5QXK8A9F8LH,B000RVWY42,"[0, 0]",4.0
5469,A1YR3RVSBZK8CW,B000RVYPQ2,"[0, 0]",5.0
5470,A3J7KKG9O7KAZM,B000RVYPQ2,"[0, 0]",5.0
5471,APXEAZI8E8GES,B000RVYPQ2,"[1, 1]",3.0
5472,AR6CAR106LX2Y,B000RVYPQ2,"[0, 0]",4.0
5473,A3G21YYF2EXCS8,B000RVYPQ2,"[0, 0]",5.0
5474,A1CNDQC2IXGEPN,B000RW0GT6,"[0, 0]",5.0
5475,ANZGC4YCEQC6W,B000RW0GT6,"[4, 4]",5.0
5476,A2IFKMKKXV8AVU,B000RW0GT6,"[1, 1]",5.0
5477,A1LQC225SE8UNI,B000RW0GT6,"[4, 4]",5.0
5478,A1YP96MT6W9FTB,B000RW0GT6,"[4, 4]",5.0
5479,AAGD3GA9ZVPLQ,B000RW0GT6,"[3, 5]",2.0
5480,AKYDGCKCY7H9F,B000RW0GT6,"[1, 3]",3.0
5481,A1WHGNU87BGJ2S,B000RW0GT6,"[21, 23]",5.0
5482,A1YAAMQT5G88XE,B000RW0O02,"[0, 0]",5.0
5483,AMTQJ1ZZ58BO4,B000RW0O02,"[0, 0]",4.0
5484,AEMC16IPBZORW,B000RW0O02,"[2, 3]",5.0
5485,A1T4U9CAQ25IBR,B000RW0O02,"[0, 0]",4.0
5486,ADH0O8UVJOT10,B000RW0O02,"[3, 4]",5.0
5487,A4BTCECGQAIUI,B000RW2DUQ,"[0, 0]",4.0
5488,A31HQD6H4SHO2C,B000RW2DUQ,"[0, 0]",5.0
5489,A3PL8ENSYWS1PZ,B000RW2DUQ,"[0, 0]",5.0
5490,A2YSBRBYSI0524,B000RW2DUQ,"[0, 0]",5.0
5491,AT9G9PT2K0PLB,B000RW2DUQ,"[0, 1]",5.0
5492,AN5ISBOQ5U7C,B000RW2DUQ,"[0, 1]",5.0
5493,A3H4PZB9PGMWAA,B000RW2DUQ,"[0, 0]",4.0
5494,A27E9UEA5ZMTN5,B000RW2DUQ,"[0, 0]",1.0
5495,A1OGTL9EBDTK3N,B000RW2DUQ,"[0, 0]",5.0
5496,AOPFMCP5DXUK0,B000RW2DUQ,"[0, 1]",5.0
5497,A25QPZOMZTFFV8,B000RWJQRE,"[0, 0]",5.0
5498,ARID6HRKRWGFW,B000RWJQRE,"[0, 0]",5.0
5499,A26M5O53PHZTKN,B000RWJQRE,"[0, 1]",5.0
5500,A2NYK9KWFMJV4Y,B000RWJQRE,"[0, 0]",5.0
5501,A10B2J2IRQXBWA,B000RWJQRE,"[0, 0]",5.0
5502,A2FIYXK97CTS6D,B000RXN6SS,"[1, 1]",5.0
5503,A1YAAMQT5G88XE,B000RXN6SS,"[1, 1]",3.0
5504,A3OXHLG6DIBRW8,B000RXN6SS,"[11, 11]",5.0
5505,A15N5RY4YGRQRQ,B000RXN6SS,"[0, 0]",5.0
5506,A20L3BCRCICRSQ,B000RXN6SS,"[0, 0]",5.0
5507,A2OTSI6BXB4CT3,B000RXN6SS,"[0, 0]",5.0
5508,A1URXSRV6WDHVY,B000RXN6SS,"[6, 6]",3.0
5509,A1V3N0LF1QGG0X,B000RXN6SS,"[0, 0]",5.0
5510,A13T4T3QOSII3I,B000RXN6SS,"[0, 0]",5.0
5511,A1EQYR35KLTECN,B000RXPN02,"[0, 0]",4.0
5512,A26SN2CVQM4FKM,B000RXPN02,"[0, 0]",5.0
5513,AXMXE3RT660HQ,B000RXPN02,"[0, 0]",5.0
5514,A1MVH1WLYDHZ49,B000RXPN02,"[0, 0]",4.0
5515,A2FN5DGPDO01W,B000RXPN02,"[0, 0]",5.0
5516,A3MMISYL1GBXH4,B000RXPN02,"[0, 0]",5.0
5517,A5JC41VQDJVU0,B000RXPN02,"[0, 0]",5.0
5518,A28FADP9FITQVK,B000RXPN02,"[0, 0]",5.0
5519,A164BJ2NU1NSJZ,B000RXPN02,"[0, 0]",4.0
5520,A2D8OM8XL872DO,B000RXPN02,"[0, 0]",4.0
5521,A3ITN3125FJETP,B000RXPN02,"[0, 0]",5.0
5522,A3M05N9UWHIXUI,B000RY68PA,"[0, 0]",5.0
5523,A17IU5NX3UC84G,B000RY68PA,"[0, 0]",5.0
5524,AQT4V74P38PPU,B000RY68PA,"[0, 0]",5.0
5525,A34LQ791ACZ0JC,B000RY68PA,"[0, 0]",5.0
5526,A2NYK9KWFMJV4Y,B000RY68PA,"[1, 1]",5.0
5527,A1TYYT15KT9TDQ,B000RY68PA,"[1, 1]",5.0
5528,AGDWVRFL81B4O,B000RY68PA,"[0, 0]",5.0
5529,A3SMT15X2QVUR8,B000RY68PA,"[6, 7]",5.0
5530,A10B2J2IRQXBWA,B000RY68PA,"[0, 0]",5.0
5531,A1RSRUQVKB5EBO,B000RYE5Y6,"[0, 0]",5.0
5532,A2LSR40ZH18TPH,B000RYE5Y6,"[0, 0]",5.0
5533,A3RFWANBUVX4RA,B000RYE5Y6,"[0, 0]",4.0
5534,A3GOS8Y7DV0E4X,B000RYE5Y6,"[0, 0]",5.0
5535,AQFOCVEBDCYU9,B000RYE5Y6,"[0, 0]",5.0
5536,A26Y7G0VFYUYSL,B000RYE5Y6,"[0, 0]",5.0
5537,A3M48SSAOTBSMW,B000RYE5Y6,"[0, 1]",5.0
5538,A2U67NUNCRHVO7,B000RYE5Y6,"[1, 1]",5.0
5539,ABC68JUCPTVOE,B000RYPN38,"[0, 0]",5.0
5540,AD6FULWPPOJ3R,B000RYPN38,"[0, 0]",5.0
5541,AI9PZHPNTKPI,B000RYPN38,"[1, 1]",4.0
5542,A2W8RH6YUNXH83,B000RYPN38,"[0, 0]",5.0
5543,AMACM7BGUQCZD,B000RYPN38,"[0, 0]",5.0
5544,A39JMLMY96E8CP,B000RYPN38,"[0, 0]",5.0
5545,A3DGMJN91IUKGU,B000RYPN38,"[0, 0]",5.0
5546,A1YURS42Z635HR,B000S5V510,"[2, 4]",5.0
5547,A1YTMYDNMTQXLE,B000S5V510,"[9, 12]",5.0
5548,A205483DF7XVDE,B000S5V510,"[0, 0]",5.0
5549,A31B0LYT2C92SN,B000S5V510,"[0, 0]",5.0
5550,AUUI1FKERRMV2,B000S5V510,"[3, 4]",5.0
5551,A38L9I59GH34O0,B000SAC5PA,"[2, 2]",5.0
5552,A1SCWHXAB2ZK7N,B000SAC5PA,"[0, 1]",5.0
5553,A00625243BI8W1SSZNLMD,B000SAC5PA,"[0, 0]",5.0
5554,A2DE5UPQJSIPKR,B000SAC5PA,"[0, 0]",4.0
